city,country,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24,x25,x26,x27,x28,x29,x30,x31,x32,x33,x34,x35,x36,x37,x38,x39,x40,x41,x42,x43,x44,x45,x46,x47,x48,x49,x50,x51,x52,x53,x54,x55,data_quality
Farmington,United States,15.00,55.00,8.50,nan,6.50,2.50,nan,1.67,nan,nan,5.73,nan,14.88,nan,nan,4.95,2.59,1.98,8.26,2.58,3.57,nan,1.69,15.00,nan,2.80,nan,nan,nan,3.00,1.40,nan,nan,19000.00,25000.00,267.68,nan,116.67,nan,nan,12.50,nan,nan,73.33,100.00,96.67,123.33,nan,nan,nan,nan,nan,nan,nan,nan,0.00
Gummersbach,Germany,12.64,47.42,14.75,3.16,3.16,2.63,2.63,2.11,0.94,nan,nan,2.11,nan,nan,nan,nan,2.11,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,3.69,79.03,nan,nan,nan,nan,26343.63,31612.36,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,2.00,0.00
Segovia,Spain,10.54,42.15,7.38,3.16,3.16,1.56,2.26,1.26,0.81,1.08,1.37,1.78,14.96,6.06,13.04,1.86,2.16,1.12,1.77,0.99,1.28,1.03,0.72,6.32,0.77,1.48,5.27,1.05,21.07,1.90,0.95,23.02,1.56,21601.78,24236.14,99.52,nan,35.83,42.15,10.54,7.75,360.91,6673.72,81.67,30.30,60.59,84.30,632.25,368.81,579.56,474.19,1264.49,1001.06,1369.87,2.83,0.00
Hinesville,United States,10.00,50.00,10.00,2.50,3.00,1.50,1.50,1.50,nan,nan,4.41,nan,6.61,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,30000.00,nan,nan,nan,nan,nan,nan,nan,nan,20.00,20.00,40.00,50.00,nan,nan,nan,nan,nan,nan,nan,nan,0.00
Asenovgrad,Bulgaria,8.01,21.37,5.34,1.07,1.60,0.53,0.53,0.53,1.03,0.79,1.71,1.92,7.73,5.74,4.81,1.36,1.37,1.25,1.82,0.53,0.88,0.82,0.45,2.67,0.59,1.07,3.21,0.53,16.03,0.80,0.52,6.41,1.56,21953.01,21673.29,81.06,0.16,9.53,16.03,nan,3.21,277.18,3887.17,41.15,26.46,67.68,37.40,nan,nan,nan,nan,427.45,374.02,nan,3.00,0.00
Campos do Jordao,Brazil,6.67,nan,7.66,1.92,2.87,0.57,0.57,0.57,0.77,0.96,0.77,1.84,8.62,2.87,8.43,1.34,0.96,0.96,0.96,1.34,0.57,0.77,0.57,4.79,1.53,1.92,2.87,0.77,19.16,1.34,0.57,nan,1.53,13603.10,22033.18,47.90,0.19,17.43,23.95,nan,9.58,287.39,3831.86,22.99,7.66,38.32,22.99,574.78,478.98,957.96,766.37,2873.89,1915.93,574.78,10.00,0.00
West Lafayette,United States,13.00,47.50,8.00,7.00,5.00,4.62,2.50,1.31,0.79,1.98,2.20,2.51,19.60,nan,23.35,3.95,1.92,2.20,2.73,nan,nan,nan,nan,18.00,nan,nan,nan,1.00,28.00,nan,nan,nan,1.18,nan,nan,132.52,nan,45.00,11.00,nan,8.00,1000.00,nan,42.50,50.00,90.00,150.00,955.00,820.00,900.00,1000.00,nan,nan,4000.00,5.43,0.00
Belleville,Canada,11.12,37.06,8.89,4.45,5.93,2.94,1.52,1.41,2.40,2.13,2.96,2.51,12.60,9.42,6.52,3.15,1.48,2.59,1.48,2.22,0.74,0.74,0.74,10.01,2.22,3.55,11.12,2.22,48.17,2.85,2.63,25.20,1.41,18158.17,20999.24,161.96,0.22,56.77,40.76,22.23,9.26,1111.72,17787.59,48.17,29.65,83.53,91.41,926.44,778.21,2001.10,1704.64,nan,nan,2554.99,4.31,0.00
Queen Creek,United States,15.00,60.00,10.00,3.00,3.50,4.25,1.50,1.50,0.88,2.30,3.86,2.50,7.21,9.91,12.94,2.64,1.91,3.58,2.19,2.09,1.97,1.06,1.27,12.61,3.26,3.13,8.50,5.00,nan,5.00,1.24,10.20,1.25,26500.00,26333.33,176.05,0.08,84.86,26.29,nan,11.50,465.00,nan,37.33,30.89,66.55,95.00,1600.00,1000.00,2575.00,2275.00,nan,nan,2500.00,5.43,0.00
Pulawy,Poland,nan,nan,nan,nan,nan,nan,nan,nan,0.45,0.68,1.13,nan,4.51,4.06,7.89,nan,1.13,nan,nan,nan,1.13,0.68,0.45,5.63,0.68,0.90,4.28,nan,nan,nan,0.45,nan,1.13,nan,nan,nan,nan,13.52,nan,nan,4.51,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.00
Sittard,Netherlands,19.49,63.22,8.67,4.74,4.74,2.77,2.11,1.32,1.05,2.04,2.01,1.72,6.85,8.41,28.97,2.68,1.59,1.36,2.59,1.01,0.94,0.79,0.63,6.31,1.25,1.78,8.43,1.90,nan,2.74,1.63,26.55,2.24,26870.50,29215.09,105.37,0.08,36.35,nan,nan,11.85,1844.05,6059.04,52.69,26.34,69.90,98.35,nan,632.25,nan,nan,nan,nan,nan,2.71,0.00
El Nido,Philippines,2.24,21.53,3.14,1.03,1.79,2.33,0.69,0.45,1.79,0.78,0.79,1.40,6.73,3.50,5.88,3.23,1.02,2.39,1.15,1.55,1.44,1.57,0.76,8.97,0.88,2.00,1.79,nan,nan,0.90,nan,3.14,1.25,nan,nan,104.66,0.20,43.05,nan,nan,4.22,152.51,6459.14,25.72,17.34,49.64,47.85,448.55,430.61,932.99,717.68,2834.84,2547.77,484.44,14.00,0.00
Traverse City,United States,12.00,50.00,7.00,5.00,8.00,3.75,2.00,1.62,0.67,3.96,5.34,2.50,19.11,5.82,22.04,4.51,1.32,8.04,3.40,3.60,2.13,1.77,2.16,14.00,2.26,2.12,6.85,2.50,15.00,3.00,1.15,20.00,1.19,37190.00,23333.33,126.25,0.10,58.12,52.50,35.00,11.00,nan,nan,41.12,45.00,69.29,62.50,1200.00,nan,nan,nan,nan,nan,nan,4.62,0.00
Stillwater,United States,11.25,49.00,7.95,3.50,4.50,4.25,1.75,1.60,0.80,2.66,3.95,2.89,11.63,10.65,16.16,3.74,2.03,3.92,3.31,1.80,1.98,1.50,2.11,8.00,1.94,2.11,6.28,0.50,17.50,3.50,1.55,nan,1.05,25000.00,25000.00,223.75,0.28,67.00,23.66,12.99,10.00,973.33,11500.00,35.75,28.33,94.33,86.33,726.67,550.00,1250.00,850.00,1614.59,951.37,2578.50,5.12,0.00
Cookeville,United States,25.00,55.00,7.00,6.00,3.00,4.67,2.00,1.17,1.25,1.71,3.28,2.38,9.45,7.99,12.27,4.54,1.46,6.22,4.75,2.12,2.76,1.82,1.16,7.99,1.86,1.90,6.06,5.00,43.48,5.00,3.11,13.00,1.18,26000.00,25666.67,166.00,nan,68.88,17.50,0.00,9.00,325.00,11000.00,40.00,34.33,60.33,91.33,600.00,975.00,1300.00,nan,nan,nan,2834.00,5.61,0.00
Mantova,Italy,15.81,52.69,8.43,4.74,3.69,1.44,2.21,1.05,1.19,1.98,1.05,3.00,12.64,9.37,12.19,1.32,1.67,1.05,2.38,1.32,1.17,1.07,0.34,5.27,1.07,1.71,5.69,1.58,41.10,6.32,1.84,27.82,2.07,21970.59,24236.14,126.45,0.23,31.15,31.61,15.10,9.48,494.09,5268.73,44.78,34.91,68.49,94.84,737.62,621.71,632.25,nan,2107.49,1580.62,2060.44,1.82,0.00
Bullhead City,United States,12.00,45.00,12.50,nan,6.00,4.17,2.00,1.67,0.81,2.76,1.83,2.00,13.23,8.80,18.37,3.81,1.58,2.09,2.85,1.79,1.97,1.63,1.67,9.75,nan,1.00,9.00,nan,80.00,3.75,1.55,20.00,1.35,31000.00,22666.67,154.68,nan,73.17,37.00,nan,10.75,nan,nan,38.40,32.00,77.20,90.00,1133.33,1033.33,1300.00,1300.00,nan,nan,nan,nan,0.00
Porvoo,Finland,14.23,94.84,10.77,4.21,7.38,3.69,1.93,1.05,0.98,2.70,2.32,4.11,7.90,11.94,23.71,2.49,1.86,2.46,3.27,1.02,2.37,2.53,1.42,13.70,2.78,3.51,8.96,3.69,73.76,4.11,1.05,56.90,2.38,27397.38,29504.87,179.14,0.07,27.40,26.34,31.61,15.81,300.32,nan,63.22,36.88,47.42,94.84,684.93,474.19,1194.24,930.81,5057.98,3161.24,2423.61,1.50,0.00
Chomutov,Czech Republic,4.76,31.36,9.95,1.36,2.05,2.27,1.51,1.25,0.65,1.08,3.24,1.21,12.98,5.62,12.98,0.97,1.43,1.43,1.60,0.69,0.65,1.08,0.61,5.19,0.65,1.73,5.36,0.95,24.74,nan,2.16,8.65,2.05,47584.44,32443.94,194.66,0.06,10.81,34.61,nan,6.49,720.98,25955.15,43.26,64.89,108.15,86.52,259.55,216.29,432.59,302.81,1730.34,1081.46,1038.21,3.00,0.00
Ashburn,United States,14.00,50.00,8.00,8.00,9.00,6.17,2.17,2.00,0.91,3.45,2.81,4.25,16.45,6.61,16.15,5.78,2.00,3.05,6.55,2.79,3.59,2.16,2.26,13.50,2.86,2.37,7.25,6.00,129.00,3.00,0.78,40.00,1.20,23500.00,19483.33,154.19,0.17,64.50,25.00,15.00,12.00,nan,25000.00,46.17,43.50,65.80,121.80,1750.00,nan,2800.00,2700.00,3229.17,3767.37,nan,4.79,0.00
Slonim,Belarus,nan,nan,1.98,1.19,1.98,1.58,0.79,0.40,0.59,0.79,1.19,1.43,6.33,3.17,5.54,1.58,1.98,1.58,1.58,0.40,1.39,1.58,0.79,5.94,1.58,1.58,1.58,1.07,5.94,0.79,nan,nan,0.91,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.00
Sosua,Dominican Republic,5.48,45.70,6.86,3.66,5.48,3.29,1.61,0.85,1.39,2.16,1.65,2.04,12.87,6.47,7.13,2.20,0.98,2.71,2.23,1.46,2.67,0.98,0.62,8.28,2.11,3.16,6.03,0.91,nan,4.57,2.46,3.66,1.30,nan,27422.30,72.27,0.18,65.36,35.74,14.63,4.57,330.90,6641.35,37.97,45.31,72.89,58.75,410.17,402.19,1098.46,1087.75,688.60,591.10,311.99,8.72,0.00
Morehead City,United States,nan,nan,7.00,nan,4.00,5.00,nan,2.00,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,18000.00,nan,nan,nan,nan,nan,10.00,500.00,nan,30.00,nan,60.00,100.00,nan,nan,nan,nan,nan,nan,nan,nan,0.00
Leonberg,Germany,8.43,63.22,5.27,1.58,nan,3.69,3.16,3.16,0.95,2.00,1.05,2.78,10.54,6.32,16.33,2.37,1.84,2.90,3.95,2.74,1.26,1.32,1.03,5.80,1.05,1.05,7.90,nan,nan,nan,nan,nan,nan,nan,nan,263.44,nan,30.56,31.61,nan,12.64,421.50,nan,73.76,52.69,73.76,73.76,1264.49,948.37,2107.49,1580.62,nan,nan,1580.62,1.70,0.00
Sesimbra,Portugal,12.64,42.15,6.32,1.05,2.37,1.58,1.19,1.05,0.70,1.32,0.95,1.18,9.07,5.27,8.43,0.68,1.04,0.74,1.02,0.63,0.74,0.53,0.17,6.85,0.53,nan,5.16,2.53,39.52,2.63,nan,nan,2.14,26343.63,26343.63,84.30,0.08,80.61,26.34,nan,5.27,nan,nan,61.12,nan,84.30,126.45,nan,nan,nan,nan,8429.96,2528.99,nan,1.60,0.00
IJmuiden,Netherlands,15.28,63.22,8.17,5.01,3.69,3.16,2.11,1.05,0.90,2.00,1.94,2.06,10.54,8.41,26.42,2.62,1.36,1.43,2.67,1.02,0.94,0.79,0.70,6.31,1.05,1.26,8.64,nan,nan,8.43,2.48,26.34,2.27,26343.63,22128.65,209.85,0.24,47.63,nan,nan,12.91,1685.99,10537.45,89.57,23.71,79.03,144.01,nan,nan,nan,nan,nan,nan,4214.98,3.10,0.00
Welwyn Garden City,United Kingdom,18.45,67.65,6.64,3.69,4.92,3.32,1.56,1.37,1.26,1.08,1.35,3.42,7.38,6.77,4.52,2.05,1.12,2.27,2.00,0.98,0.98,0.64,1.22,9.84,2.26,2.30,14.76,3.08,276.75,3.20,2.09,35.42,1.87,21525.00,26137.50,221.92,0.06,42.55,63.65,14.76,14.76,1250.50,14760.00,81.49,37.72,81.18,86.87,1076.25,1014.75,1845.00,nan,4655.55,nan,nan,2.35,0.00
Minot,United States,15.00,55.00,6.75,5.50,7.00,4.98,2.15,1.76,1.09,2.88,8.41,3.99,20.57,9.92,10.16,4.85,2.52,5.88,5.22,2.54,2.23,1.25,1.65,10.00,1.79,3.25,8.00,2.00,35.00,5.25,1.03,45.00,0.92,22500.00,19500.00,131.25,0.04,43.74,nan,nan,12.00,nan,4000.00,39.00,47.50,69.67,96.67,823.33,750.00,1100.00,975.00,1076.39,2152.78,2850.00,4.21,0.00
Lecco,Italy,14.75,63.22,8.43,5.01,4.21,1.67,2.28,1.09,1.07,1.84,2.79,2.31,11.59,7.38,11.06,1.89,1.63,2.17,3.23,1.31,1.47,1.42,0.84,5.80,1.47,2.25,6.32,1.84,44.26,3.90,1.10,28.36,2.21,22655.52,nan,169.77,0.13,30.03,45.31,63.22,12.64,547.95,6322.47,78.50,34.42,97.21,73.41,684.93,421.50,nan,579.56,3161.24,2107.49,1953.82,1.20,0.00
Kazanlak,Bulgaria,5.34,26.72,6.01,1.07,1.60,1.59,1.10,0.71,1.14,0.79,1.60,1.60,6.41,5.34,8.55,1.36,1.49,1.23,1.34,0.82,0.88,0.69,0.61,5.34,0.89,0.94,3.21,0.53,16.03,0.71,0.48,6.41,1.48,22708.54,22708.54,98.85,0.17,10.69,24.04,6.68,7.35,133.58,3887.17,41.15,26.46,68.39,80.15,151.39,115.77,249.35,187.01,650.09,552.13,534.32,3.35,0.00
Ascoli Piceno,Italy,15.81,31.61,6.59,3.16,3.16,1.37,1.33,0.95,0.98,1.58,2.22,3.16,11.59,9.95,15.85,2.11,1.90,1.90,2.11,1.30,1.05,1.05,0.53,5.01,1.57,2.42,6.22,2.11,39.52,3.16,1.16,31.61,2.07,21074.90,21074.90,158.06,0.13,22.80,52.69,nan,9.48,485.53,8965.11,84.13,18.44,80.79,101.86,526.87,nan,nan,nan,1896.74,1685.99,1598.18,1.60,0.00
Brandon,Canada,7.41,55.59,7.41,4.45,5.19,3.38,1.76,1.52,1.34,1.63,2.95,2.60,9.22,8.15,11.12,1.85,1.31,1.67,2.59,1.48,1.11,1.67,1.59,8.89,2.64,3.25,13.71,1.19,62.63,2.78,1.19,23.20,1.40,20011.04,19189.00,112.41,0.28,59.04,42.00,nan,8.15,526.77,12398.94,34.09,30.80,65.96,29.65,629.98,1184.91,2704.70,2876.90,nan,nan,1817.30,4.50,0.00
Rimouski,Canada,14.88,59.29,6.41,3.71,3.71,2.22,1.48,1.12,1.54,2.22,3.28,2.22,11.90,8.89,13.75,2.87,0.52,2.73,3.40,2.43,1.57,1.70,0.95,11.12,1.54,2.54,10.38,nan,44.47,2.59,1.30,28.90,1.44,18528.74,16075.54,96.59,0.33,50.98,20.75,nan,10.38,662.54,6333.84,29.65,32.70,59.29,101.91,478.04,444.69,963.49,741.15,nan,nan,nan,5.06,0.00
Harderwijk,Netherlands,nan,nan,nan,nan,nan,nan,nan,nan,1.05,1.05,2.11,2.53,9.48,9.48,9.48,2.11,1.58,1.58,2.63,1.05,1.05,1.05,1.05,4.21,1.60,1.05,8.43,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.00
Zutphen,Netherlands,18.97,73.76,8.43,4.48,4.21,3.16,2.76,2.38,1.07,2.04,1.88,1.99,10.60,8.10,28.97,2.68,1.26,1.36,2.70,1.01,0.94,0.79,0.53,6.31,1.15,1.78,8.43,nan,nan,7.90,2.21,42.15,2.26,26815.18,23182.39,327.95,0.15,44.78,31.61,nan,10.54,1580.62,8956.83,75.52,39.52,107.13,111.52,nan,nan,nan,nan,nan,nan,nan,1.50,0.00
Kolobrzeg,Poland,6.76,22.54,5.07,2.70,2.03,2.93,1.73,1.05,0.63,1.13,0.90,2.43,7.89,6.20,10.14,0.98,1.01,1.13,3.27,0.68,0.79,0.68,0.45,5.97,0.38,1.24,3.72,nan,nan,1.80,0.63,9.01,1.64,28397.25,25242.00,202.84,0.05,13.41,28.17,nan,4.06,315.52,6085.12,56.34,20.28,56.34,49.58,270.45,225.37,495.82,405.67,nan,nan,nan,6.00,0.00
Paducah,United States,9.25,34.00,8.29,3.00,3.50,3.67,1.25,1.30,0.77,1.68,2.98,2.25,7.23,4.59,4.96,4.62,1.15,3.09,4.14,1.42,2.19,1.78,1.00,16.00,4.29,3.50,5.51,1.00,30.00,nan,0.62,nan,1.10,20422.00,21279.50,200.00,0.25,50.67,nan,nan,8.50,nan,nan,35.00,20.00,80.00,60.00,650.00,650.00,900.00,900.00,nan,nan,4583.33,4.71,0.00
Dornbirn,Austria,15.28,52.69,9.27,3.95,3.69,3.29,2.58,2.32,1.26,2.17,1.49,3.35,13.35,10.08,10.54,2.35,1.86,1.69,2.05,1.33,1.32,1.09,0.62,6.32,1.08,1.35,6.22,1.90,30.56,4.00,2.08,25.50,1.93,24720.86,20432.12,222.38,0.07,32.20,54.00,26.34,10.54,501.58,14049.94,63.22,28.97,71.12,42.15,922.03,695.47,1545.49,1172.29,6322.47,6322.47,2344.58,1.98,0.00
Turda,Romania,4.28,37.10,4.71,1.71,2.35,1.71,1.62,1.14,1.49,1.00,0.96,1.78,6.07,4.28,7.49,0.88,1.16,1.10,1.93,0.54,0.64,0.64,0.55,6.42,0.88,1.12,4.28,0.96,17.13,0.54,0.48,6.04,1.71,16056.18,17695.51,123.63,0.05,7.42,23.55,nan,6.42,425.62,3082.79,28.54,25.69,77.62,42.82,192.67,149.86,321.12,214.08,nan,nan,nan,5.20,0.00
Kyle,United States,13.50,57.50,9.80,4.25,5.50,4.00,1.67,1.75,1.04,3.63,1.71,3.50,nan,11.02,17.09,4.68,1.43,4.41,3.31,2.20,3.09,1.40,1.50,18.00,4.29,5.50,nan,nan,nan,nan,nan,nan,1.13,40000.00,22000.00,nan,nan,70.00,nan,nan,12.00,nan,nan,69.50,nan,65.00,89.00,1300.00,900.00,2700.00,2200.00,nan,nan,nan,nan,0.00
Jeffersonville,United States,14.00,50.00,6.99,6.25,6.00,4.68,1.85,1.50,1.06,2.56,4.40,4.00,8.80,14.05,11.02,5.77,2.37,2.18,2.84,2.18,2.84,1.50,0.89,14.38,1.79,2.00,7.00,2.12,nan,nan,3.11,25.00,1.17,20500.00,22333.33,175.00,0.25,80.81,30.00,nan,10.75,800.00,7000.00,33.00,26.75,62.50,101.25,850.00,750.00,1800.00,1500.00,7534.74,4036.47,6583.33,4.59,0.00
Winder,United States,20.00,60.00,6.50,3.00,6.00,4.32,1.90,1.53,0.73,2.77,3.16,3.06,11.00,6.61,17.96,4.39,1.19,4.41,4.10,4.39,2.30,1.65,2.00,12.75,1.31,1.17,5.60,nan,nan,3.50,0.93,25.00,0.98,23000.00,21429.17,166.81,0.25,74.86,nan,nan,9.00,705.00,18000.00,45.00,40.20,102.83,120.00,nan,nan,nan,nan,nan,nan,nan,5.43,0.00
Cumberland,United States,25.00,75.00,10.00,4.00,nan,nan,2.39,3.00,0.74,3.63,nan,nan,14.33,nan,nan,3.31,4.41,5.51,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,150.00,nan,49.99,nan,nan,10.00,nan,nan,25.00,30.00,65.00,nan,3000.00,1800.00,nan,nan,nan,nan,2000.00,nan,0.00
Soest,Germany,17.12,26.34,13.17,5.27,2.85,2.39,2.00,2.63,0.86,1.05,2.37,1.77,nan,5.27,6.32,2.63,2.88,3.16,0.83,1.58,0.94,1.52,0.20,6.06,0.87,1.26,7.64,3.16,25.29,3.37,2.11,34.77,2.32,42149.81,26343.63,210.75,0.05,36.88,21.07,42.15,5.27,368.81,nan,63.22,26.34,63.22,73.76,790.31,395.15,895.68,843.00,7376.22,nan,1580.62,2.00,0.00
Rancho Santa Margarita,United States,10.00,50.00,6.00,6.00,7.50,4.50,nan,1.62,nan,nan,4.41,nan,9.92,nan,13.23,6.61,nan,6.61,6.61,2.20,2.20,1.00,3.00,20.00,4.29,4.00,10.00,3.00,nan,7.00,1.24,nan,nan,20000.00,25000.00,437.15,nan,80.00,25.00,nan,15.00,nan,nan,70.00,55.00,80.00,150.00,2200.00,nan,nan,nan,6996.54,5381.96,6000.00,nan,0.00
Lousada,Portugal,6.85,31.61,6.32,1.26,1.05,0.84,1.26,0.95,0.63,nan,1.90,2.51,nan,6.85,nan,nan,nan,nan,nan,nan,0.94,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,33614.47,35827.34,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.00
Herzogenrath,Germany,10.54,52.69,8.42,3.69,2.95,3.16,2.63,2.11,0.74,nan,1.53,1.68,nan,6.85,nan,3.15,2.10,3.15,1.57,0.38,1.57,0.53,nan,2.10,nan,1.04,7.38,nan,nan,3.48,2.11,34.77,nan,21074.90,21601.78,158.06,0.09,20.97,nan,nan,10.54,136.99,nan,42.15,26.34,42.15,63.22,nan,nan,nan,nan,nan,2107.49,3055.86,2.27,0.00
Rieti,Italy,15.81,52.69,6.85,4.74,3.69,1.48,2.24,0.88,1.52,1.32,2.11,2.52,13.31,11.59,10.82,1.48,1.42,2.11,2.11,1.09,1.58,0.95,0.30,5.27,1.02,1.40,5.80,0.95,22.13,4.43,1.35,29.19,2.08,26343.63,34246.72,173.87,0.32,27.40,26.34,nan,7.90,nan,nan,20.02,44.78,57.96,69.32,nan,nan,nan,nan,1206.54,790.31,1264.49,1.75,0.00
Beavercreek,United States,25.00,70.00,nan,3.00,4.75,4.75,1.79,0.99,nan,nan,5.49,nan,19.82,nan,19.82,1.74,1.08,2.84,3.95,nan,2.18,1.29,1.89,nan,nan,nan,4.00,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,79.00,27.00,nan,10.00,nan,nan,55.00,nan,89.00,179.00,nan,nan,nan,nan,nan,nan,nan,nan,0.00
McLean,United States,15.00,50.00,7.50,14.00,10.00,5.67,1.62,1.12,0.94,3.03,2.97,4.00,19.03,10.00,20.00,5.37,2.85,4.91,5.19,4.41,3.51,2.00,1.18,22.50,2.21,nan,12.50,3.65,170.00,3.50,1.34,nan,1.15,nan,21500.00,175.26,nan,76.50,50.00,nan,16.50,950.00,24700.00,25.00,27.50,70.00,60.00,2300.00,1900.00,2800.00,3000.00,3767.37,4305.56,4236.00,5.43,0.00
East Providence,United States,18.00,60.00,8.00,2.62,5.00,4.25,1.00,1.69,1.01,3.19,3.54,3.13,15.43,6.24,16.90,4.84,1.59,2.18,2.18,4.01,2.18,1.50,1.75,10.00,1.61,1.72,10.50,nan,nan,3.50,2.02,30.00,0.91,29000.00,21184.50,179.47,0.05,81.67,nan,nan,12.00,1450.00,9800.00,31.00,20.00,60.00,55.00,nan,nan,nan,950.00,nan,nan,nan,5.35,0.00
Kafue,Zambia,3.00,18.37,3.17,1.22,1.50,1.81,0.88,0.47,1.34,0.95,2.00,1.73,9.11,4.18,5.30,2.48,1.49,2.51,1.16,1.23,1.59,1.22,0.92,4.90,0.99,1.26,2.66,1.66,46.66,3.00,0.62,9.19,1.36,8593.28,6444.46,140.69,0.07,103.74,nan,nan,2.00,171.24,14061.39,12.66,31.12,90.18,105.64,nan,nan,nan,nan,nan,nan,nan,26.00,0.00
Sanski Most,Bosnia And Herzegovina,4.03,14.24,3.23,1.48,1.61,1.08,1.48,0.94,0.87,0.77,1.09,1.91,6.58,5.38,9.68,1.01,1.48,1.45,1.05,0.71,1.25,0.54,0.54,3.23,0.87,1.02,3.23,1.61,25.53,0.94,0.54,5.38,1.40,26608.31,23651.83,142.45,0.11,18.81,17.47,20.43,2.69,125.43,5160.40,37.63,13.44,64.50,48.38,107.51,80.63,188.14,161.26,877.98,501.71,591.30,4.00,0.00
Fellbach,Germany,10.54,36.88,9.16,3.69,2.53,2.82,1.84,1.58,0.96,1.79,1.69,2.53,12.64,7.38,17.91,2.11,1.16,1.89,2.74,1.05,0.94,1.16,0.84,4.21,0.91,1.51,7.38,nan,104.32,3.16,1.37,12.64,2.27,23182.39,22128.65,197.58,0.15,38.64,nan,nan,14.23,316.12,nan,75.17,21.07,105.37,126.45,1053.75,790.31,2634.36,1896.74,nan,nan,3161.24,2.00,0.00
Mentor,United States,7.65,89.00,8.47,5.85,7.25,3.00,1.50,1.62,0.96,2.76,6.61,3.79,11.02,11.02,15.41,9.36,1.75,8.80,6.59,3.31,1.72,1.39,1.25,9.00,4.29,4.00,9.00,nan,nan,nan,nan,nan,1.15,nan,24065.00,150.00,nan,50.00,nan,20.00,8.00,nan,11000.00,75.00,30.00,100.00,100.00,1100.00,830.00,2400.00,1500.00,nan,nan,3000.00,4.50,0.00
Danville,United States,17.50,90.00,10.25,7.00,7.00,4.73,1.50,1.33,1.06,4.67,4.41,4.82,14.70,11.02,16.53,5.28,1.57,3.48,6.48,3.01,2.30,1.79,1.43,10.00,1.21,2.83,9.00,4.00,60.00,3.20,1.86,30.00,1.51,23010.00,22607.71,294.11,0.16,90.80,49.00,15.00,13.75,1050.00,13500.00,42.20,45.88,97.86,121.75,nan,nan,2500.00,nan,5381.96,6458.35,nan,5.43,0.00
Nysa,Poland,nan,nan,nan,nan,nan,nan,nan,nan,0.63,0.45,0.68,nan,4.51,3.38,6.76,0.68,1.35,0.90,nan,0.23,0.45,1.13,0.14,5.63,0.45,1.13,2.70,0.68,27.04,nan,0.56,nan,1.22,nan,nan,nan,nan,15.78,18.03,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.00
Prievidza,Slovakia,5.01,22.13,6.32,1.69,1.84,2.05,1.46,1.18,0.77,0.91,1.32,2.61,7.64,4.21,7.38,1.51,1.65,2.11,3.33,0.98,1.15,1.10,0.78,4.21,0.95,1.79,5.27,0.66,nan,1.93,1.05,10.54,1.59,18019.04,17330.60,108.01,0.05,13.70,31.61,8.43,6.32,326.66,nan,59.27,31.51,65.86,81.67,379.35,316.12,595.37,516.34,1949.43,1685.99,974.71,1.28,0.00
Keller,United States,30.00,75.00,7.50,6.00,6.00,5.33,1.80,1.17,0.88,2.84,3.98,3.00,15.08,7.61,18.70,4.13,1.33,5.75,6.03,4.05,3.36,1.59,3.00,15.00,2.26,1.50,9.00,nan,nan,3.12,1.12,18.00,0.99,29880.00,20425.00,210.09,nan,67.80,39.00,nan,9.50,1125.00,nan,47.50,26.00,92.50,200.00,1521.67,nan,3200.00,nan,nan,nan,nan,5.43,0.00
Al Qusayr,Syria,5.98,15.00,7.00,2.49,1.00,0.75,1.00,0.55,0.50,0.30,0.82,1.20,3.32,3.20,6.60,0.30,1.20,0.38,0.30,0.33,0.25,0.27,0.48,7.48,0.70,1.00,1.25,nan,nan,0.80,0.65,1.00,1.00,20000.00,nan,200.00,0.00,nan,nan,nan,3.00,66.67,1950.00,10.00,15.00,150.00,17.00,nan,nan,nan,nan,nan,nan,nan,8.00,0.00
Fastiv,Ukraine,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.54,nan,nan,nan,nan,3.81,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.09,nan,2.18,nan,nan,nan,nan,nan,nan,nan,nan,51.37,nan,6.26,nan,nan,nan,nan,nan,24.48,nan,24.48,40.79,135.98,nan,nan,nan,2175.71,nan,244.77,nan,0.00
